id,location_short,location_long,time,SELd,SELe,SELn,SELden,SEL,SEL_dB,lasmax_dB,distance,altitude,label,windspeed,winddirection,callsign,type,tags,duration,hex_s,registration,icao_type,serial,operator
132548591,Aa,Aalsmeerderweg,2025-03-24 18:51:15,0,218607000,0,691296000,218607000,83.39664112030121,73.10000024328873,336.265,124.958,21,5.0,340.0,EJU43TL,Airbus A319-111,Aalsmeerbaan36R_L,53,440735,OE-LQS,A319,4040,EasyJet Europe
132548621,Aa,Aalsmeerderweg,2025-03-24 18:55:50,0,390264000,0,1234120000,390264000,85.91358242253831,77.00000020117855,329.597,120.034,21,5.0,340.0,ELY339,Boeing 737NG 958ER/W,Aalsmeerbaan36R_L,54,738055,4X-EHF,B739,41557,El Al Israel Airlines
132548661,Aa,Aalsmeerderweg,2025-03-24 19:03:16,0,243492000,0,769990000,243492000,83.86484982291708,74.70000016475507,326.596,119.89,21,5.0,332.0,KLM24P,Embraer ERJ 190-100 STD,Aalsmeerbaan36R_L,44,485206,PH-EXE,E190,19000687,Klm Cityhopper
132548671,Aa,Aalsmeerderweg,2025-03-24 19:04:58,0,283744000,0,897276000,283744000,84.52926001081751,75.599999772793,336.48,125.085,21,5.0,332.0,KLM1782,Boeing 737-800,Aalsmeerbaan36R_L,49,485A32,PH-BCG,B738,62578,KLM Royal Dutch Airlines
132548691,Aa,Aalsmeerderweg,2025-03-24 19:08:40,0,9339030,0,29532600,9339030,69.70301956512094,58.99999977968414,333.374,117.247,21,5.0,332.0,GAC661K,Cessna Citation Mustang,Aalsmeerbaan36R_L,37,440864,OE-FZB,C510,510-0145,Globe Air AG
132548721,Aa,Aalsmeerderweg,2025-03-24 19:13:35,0,191412000,0,605298000,191412000,82.81969342593342,73.19999988558263,333.988,121.743,21,3.0,344.0,KLM46A,Boeing 737-800,Aalsmeerbaan36R_L,54,485A33,PH-BCH,B738,62579,KLM Royal Dutch Airlines
132548761,Aa,Aalsmeerderweg,2025-03-24 19:19:54,0,184819000,0,584449000,184819000,82.66746710071251,72.40000002698865,337.104,124.806,21,3.0,344.0,EZS79YG,Airbus A320 214,Aalsmeerbaan36R_L,57,4B1A1A,HB-JXA,A320,5138,Easyjet Switzerland Sa
132548781,Aa,Aalsmeerderweg,2025-03-24 19:24:04,0,204716000,0,647370000,204716000,83.1115249997359,73.40000027786077,331.893,115.879,21,4.0,337.0,QTR96C,Boeing 787-8 Dreamliner,Aalsmeerbaan36R_L,53,06A0A5,A7-BCA,B788,38319,Qatar Airways
132548791,Aa,Aalsmeerderweg,2025-03-24 19:26:31,0,89834400,0,284081000,89834400,79.53442787541198,70.70000028647661,331.32,125.749,21,4.0,337.0,KLM52E,Embraer ERJ 170-200 STD,Aalsmeerbaan36R_L,54,485870,PH-EXU,E75L,17000708,KLM Cityhopper
132548811,Aa,Aalsmeerderweg,2025-03-24 19:30:08,0,120942000,0,382453000,120942000,80.82577548377223,69.29999996413005,327.44,121.102,21,3.0,337.0,TFL83V,Boeing 737-8MAX,Aalsmeerbaan36R_L,54,485A81,PH-TFN,B38M,44596,TUI Airlines Netherlands
132548841,Aa,Aalsmeerderweg,2025-03-24 19:34:39,0,237968000,0,752520000,237968000,83.76518151792324,73.10000024328873,336.719,122.272,21,3.0,337.0,EZY65ZK,Airbus A320 214,Aalsmeerbaan36R_L,63,40643B,G-EZTY,A320,4554,Easyjet
132548851,Aa,Aalsmeerderweg,2025-03-24 19:36:25,0,175494000,0,554962000,175494000,82.4426334194124,72.60000045231574,334.775,121.862,21,3.0,337.0,EZY27HA,Airbus A320 214,Aalsmeerbaan36R_L,62,406669,G-EZUO,A320,5052,EasyJet
132548861,Aa,Aalsmeerderweg,2025-03-24 19:37:47,0,214578000,0,678555000,214578000,83.31585290229604,73.00000003109373,332.697,123.692,21,3.0,337.0,EZY89VE,Airbus A319 111,Aalsmeerbaan36R_L,58,40631A,G-EZFV,A319,4327,easyJet
132548911,Aa,Aalsmeerderweg,2025-03-24 19:45:34,0,88844900,0,280952000,88844900,79.48632366003184,69.19999997293675,336.69,117.01,21,4.0,334.0,VLG622Z,Airbus A320 232SL,Aalsmeerbaan36R_L,53,344691,EC-MEQ,A320,6483,Vueling Airlines
132548941,Aa,Aalsmeerderweg,2025-03-24 20:31:56,0,2763460,0,8738830,2763460,64.41453182720942,51.59999990334411,2510.65,205.654,21,3.0,315.0,EJU7816,Airbus A319-111,Zwanenburgbaan36C_L,32,440484,OE-LKC,A319,4056,EasyJet Europe
132548951,Aa,Aalsmeerderweg,2025-03-24 20:36:32,0,2457700,0,7771920,2457700,63.90528383533198,51.29999969491669,2494.62,209.876,21,3.0,315.0,EJU68XQ,Airbus A319-111,Zwanenburgbaan36C_L,28,4401E8,OE-LQC,A319,3788,EasyJet Europe
132548991,Aa,Aalsmeerderweg,2025-03-24 21:10:30,0,111096000,0,351317000,111096000,80.45698610135112,71.09999973823213,326.993,120.143,21,3.0,323.0,KLM1344,Embraer ERJ 170-200 STD,Aalsmeerbaan36R_L,64,485874,PH-EXX,E75L,17000711,KLM Cityhopper
132549001,Aa,Aalsmeerderweg,2025-03-24 21:11:53,0,174995000,0,553382000,174995000,82.43025143744245,72.10000014429497,328.311,116.788,21,3.0,323.0,SWR736,Airbus A321 111,Aalsmeerbaan36R_L,50,4B1691,HB-IOF,A321,541,Swiss International Air Lines
132549011,Aa,Aalsmeerderweg,2025-03-24 21:13:17,0,181330000,0,573415000,181330000,82.5846935498414,72.199999906898,326.763,119.787,21,3.0,323.0,EJU18MT,Airbus A320 - 214SL,Aalsmeerbaan36R_L,68,440090,OE-IVL,A320,6188,Easyjet Europe
132549021,Aa,Aalsmeerderweg,2025-03-24 21:15:07,0,132472000,0,418914000,132472000,81.22125247127437,70.30000008924549,324.557,117.602,21,3.0,323.0,LOT6MB,Embraer EMB-175 LR,Aalsmeerbaan36R_L,65,48AD08,SP-LII,E75S,17000290,LOT Polish Airlines
132549031,Aa,Aalsmeerderweg,2025-03-24 21:16:46,0,169659000,0,536510000,169659000,82.29577701524484,73.10000024328873,340.051,121.292,21,3.0,323.0,DLH7MR,Airbus A320 214SL,Aalsmeerbaan36R_L,58,3C66A8,D-AIUH,A320,6225,Lufthansa
132549041,Aa,Aalsmeerderweg,2025-03-24 21:20:40,0,189986000,0,600789000,189986000,82.78722147750346,73.00000003109373,338.146,117.473,21,3.0,320.0,IBS17MM,Airbus A320 216SL,Aalsmeerbaan36R_L,60,344416,EC-LUS,A320,5501,Iberia Express
132549051,Aa,Aalsmeerderweg,2025-03-24 21:24:18,0,180837000,0,571858000,180837000,82.5728785084884,72.90000022878823,328.566,114.697,21,3.0,320.0,KLM1016,Embraer ERJ190-100STD,Aalsmeerbaan36R_L,64,484F80,PH-EZX,E190,19000545,KLM Cityhopper
132549071,Aa,Aalsmeerderweg,2025-03-24 21:37:15,0,82070600,0,259530000,82070600,79.14187735466946,68.8000001779528,331.205,118.378,21,3.0,331.0,KLM1038,Embraer ERJ 170-200 STD,Aalsmeerbaan36R_L,56,485814,PH-EXT,E75L,17000707,KLM Cityhopper
132549101,Aa,Aalsmeerderweg,2025-03-24 21:48:13,0,499247,0,1578760,499247,56.983151104568606,48.800000370436656,2490.39,200.134,21,3.0,321.0,KLM36D,Embraer ERJ190-100STD,Zwanenburgbaan36C_L,23,484F7F,PH-EZW,E190,19000533,KLM Cityhopper
132549131,Aa,Aalsmeerderweg,2025-03-24 21:59:27,0,1219080,0,3855060,1219080,60.860306477852845,49.600000177817805,2495.05,197.497,21,2.0,311.0,TRA1C,Boeing 737-800,Zwanenburgbaan36C_L,39,48597E,PH-HXO,B738,62577,Transavia
132549201,Aa,Aalsmeerderweg,2025-03-24 22:58:58,0,0,436486,4364860,436486,56.39970505115027,44.20000028271304,2489.23,199.441,21,2.0,297.0,TRA5752,Boeing 737-800,Zwanenburgbaan36C_L,29,4853D3,PH-HXJ,B738,62159,Transavia
